,Label,ID,Attributes
73,customer,32489,"['F' 'Suzanne' 'Navarro' 'Madagascar' 'Madagascar' 'Programmierer'
 'Divorced' 'Masters holder' 27]"
74,customer,12717,"['M' 'Gavin' 'Cooke' 'Liberia' 'United Kingdom' 'Podiatrist' 'Widow'
 'PHD holder' 80]"
75,customer,59444,"['F' 'Agnès' 'Gaggini' 'Cyprus' 'Germany' 'Clinical embryologist'
 'Married' 'Bachelor holder' 48]"
76,customer,79671,"['M' 'Vincent' 'Young' 'Brunei Darussalam' 'France'
 'Runner, broadcasting/film/video' 'Widow' 'Bachelor holder' 61]"
77,customer,75571,"['M' 'Gerard' 'Gill' 'Viet Nam' 'United Kingdom' 'Firefighter' 'Divorced'
 'High school' 62]"
78,customer,21113,"['F' 'Siglinde' 'Montalti' 'Korea, Republic of' 'Korea, Republic of'
 'Architectural technologist' 'Single' 'Bachelor holder' 52]"
79,customer,45445,"['M' 'Richard' 'Lee' 'Latvia' 'United States'
 'Scientific laboratory technician' 'Married' 'Masters holder' 33]"
80,customer,10613,"['M' 'Ciro' 'Pohl' 'Sao Tome and Principe' 'Italy'
 'Public relations account executive' 'Single' 'High school' 90]"
81,customer,81344,"['F' 'Antonia' 'Campbell' 'Ethiopia' 'Ethiopia' 'Chartered accountant'
 'Widow' 'PHD holder' 51]"
82,customer,95549,"['M' 'Giampaolo' 'Ricolfi' 'Svalbard and Jan Mayen' 'United States'
 'Designer, jewellery' 'Divorced' 'High school' 67]"
83,customer,28243,"['F' 'Elizabeth' 'Cervantes' 'Réunion' 'Réunion' 'Augenoptiker' 'Divorced'
 'High school' 89]"
84,customer,83792,"['M' 'Gianpaolo' 'Blake' 'Tanzania, United Republic of'
 'Tanzania, United Republic of' 'Hospital pharmacist' 'Divorced'
 'PHD holder' 71]"
85,customer,85709,"['F' 'Aimée' 'Chambers' 'Gibraltar' 'Germany' 'Quality manager' 'Married'
 'Bachelor holder' 65]"
86,customer,21478,"['F' 'Katy' 'Letta' 'Iraq' 'Iraq' 'Fleischer' 'Divorced' 'Masters holder'
 29]"
87,customer,45506,"['M' 'Jose' 'Parry' 'Mauritius' 'Mauritius' 'Radiographer, diagnostic'
 'Widow' 'Bachelor holder' 73]"
88,customer,14259,"['F' 'Annamaria' 'Lesage' 'Gibraltar' 'Gibraltar' 'Management consultant'
 'Widow' 'Bachelor holder' 46]"
89,customer,88466,"['M' 'Ullrich' 'Brown' 'Latvia' 'United Kingdom' 'Informatiker' 'Widow'
 'High school' 54]"
90,customer,15908,"['M' 'Bobby' 'Galuppi' 'Turks and Caicos Islands'
 'Turks and Caicos Islands' 'Arzt' 'Divorced' 'High school' 42]"
91,customer,66743,"['M' 'Timothy' 'Rodriguez' 'French Polynesia' 'French Polynesia'
 'Mental health nurse' 'Widow' 'High school' 18]"
92,customer,87421,"['F' 'Fabienne' 'Gieß' 'South Africa' 'South Africa' 'Krankenschwester'
 'Widow' 'PHD holder' 93]"
93,customer,15724,"['M' 'Romuald' 'Rädel' 'Faroe Islands' 'United Kingdom'
 'Landscape architect' 'Single' 'PHD holder' 92]"
94,customer,96784,"['M' 'Mauro' 'Parker' 'Antigua and Barbuda' 'United States'
 ""chef d'exploitation d'usine d'incinération"" 'Divorced' 'Bachelor holder'
 26]"
95,customer,41344,"['F' 'Laura' 'Petrocelli' 'Saint Kitts and Nevis' 'Saint Kitts and Nevis'
 'Techniker' 'Married' 'High school' 27]"
96,customer,64070,"['F' 'Sabine' 'Hendriks' 'Palau' 'Germany' 'Freight forwarder' 'Divorced'
 'Masters holder' 84]"
97,customer,90589,"['M' 'Volkhard' 'Spencer' 'Togo' 'France' 'Publishing copy' 'Single'
 'PHD holder' 53]"
98,customer,48068,"['M' 'Gioffre' 'Carpentier' 'Jersey' 'Jersey' 'Higher education lecturer'
 'Single' 'High school' 90]"
99,customer,81118,"['M' 'Gianmarco' 'Turner' 'Zambia' 'United Kingdom' 'Arzt' 'Widow'
 'High school' 35]"
100,customer,23081,"['M' 'Ashley' 'Dodd' 'Montserrat' 'Italy' 'Fleischer' 'Single'
 'High school' 44]"
101,customer,60867,"['M' 'David' 'Kranz' 'French Guiana' 'United Kingdom' 'Fachinformatiker'
 'Divorced' 'PHD holder' 63]"
102,customer,17879,"['M' 'Victor' 'Haering' 'Montserrat' 'France'
 'ingénieur technico-commercial technico-commerciale' 'Widow'
 'Masters holder' 88]"
103,customer,83375,"['F' 'Beverley' 'Ehlert' 'Sudan' 'United States'
 'Psychologist, educational' 'Married' 'PHD holder' 72]"
104,customer,90435,"['M' 'Lando' 'Roberts' 'Peru' 'Peru' 'Radiation protection practitioner'
 'Married' 'Bachelor holder' 51]"
105,customer,33170,"['F' 'Giada' 'Villanueva' 'Andorra' 'United States' 'Augenoptiker'
 'Divorced' 'PHD holder' 40]"
106,customer,51119,"['M' 'Dino' 'Tedesco' 'Timor-Leste' 'United States' 'Commissioning editor'
 'Single' 'Bachelor holder' 36]"
107,customer,65924,"['M' 'Donald' 'Kobelt' 'Serbia' 'Italy' 'Geophysical data processor'
 'Single' 'Masters holder' 81]"
108,customer,34252,"['F' 'Fernanda' 'Renault' 'Mauritius' 'Germany'
 'Careers information officer' 'Married' 'High school' 71]"
109,customer,43022,"['M' 'Giampaolo' 'Dupré' 'Samoa' 'France' 'Actor' 'Married' 'High school'
 70]"
110,customer,78934,"['M' 'Giuliano' 'Drub' 'Åland Islands' 'Åland Islands'
 'Colour technologist' 'Married' 'High school' 51]"
111,customer,22426,"['F' 'Arnaude' 'Weaver' 'Bahamas' 'Bahamas' 'Cytogeneticist' 'Divorced'
 'PHD holder' 40]"
112,customer,11800,"['M' 'Antonius' 'Patberg' 'Macao' 'Macao' 'Fachinformatiker' 'Divorced'
 'Bachelor holder' 25]"
113,customer,32819,"['F' 'Beverley' 'Hörle' 'Austria' 'Austria' 'Legal secretary' 'Divorced'
 'High school' 35]"
114,customer,72646,"['F' 'Fady' 'Abbas' 'Egypt' 'Egypt' 'mécanicien bateaux' 'Married'
 'Bachelor holder' 73]"
115,customer,56182,"['M' 'Mohammad' 'George' 'Ghana' 'United States'
 'professeur en activité physique adaptée' 'Divorced' 'High school' 95]"
116,customer,41100,"['M' 'Yves' 'Schmidt' 'Mozambique' 'Mozambique' 'Immigration officer'
 'Married' 'Bachelor holder' 42]"
117,customer,75256,"['F' 'Anne' 'Tomlinson' 'Viet Nam' 'United States'
 ""responsable de réseau d'assainissement"" 'Divorced' 'Masters holder' 50]"
118,customer,28691,"['F' 'Leanne' 'Garobbio' 'South Africa' 'United States'
 'Senior tax professional/tax inspector' 'Divorced' 'Bachelor holder' 87]"
119,customer,11082,"['M' 'Hubertus' 'Thomas' 'Ecuador' 'United States' 'iconographe'
 'Divorced' 'Bachelor holder' 88]"
120,customer,82948,"['M' 'Vlado' 'Grondin' 'Spain' 'Spain' 'Barrister' 'Married'
 'Bachelor holder' 74]"
121,customer,49616,"['F' 'Deborah' 'Heath' 'Paraguay' 'United Kingdom'
 'Surveyor, hydrographic' 'Widow' 'Masters holder' 74]"
122,customer,25033,"['M' 'Victor' 'Reynolds' 'Virgin Islands, U.S.' 'Virgin Islands, U.S.'
 'Communications engineer' 'Married' 'Masters holder' 59]"
123,customer,96548,"['M' 'Hellmuth' 'Martinez' 'Falkland Islands (Malvinas)'
 'Falkland Islands (Malvinas)' 'Programmierer' 'Divorced' 'PHD holder' 23]"
124,customer,80996,"['F' 'Adele' 'Lemoine' 'Falkland Islands (Malvinas)' 'Italy' 'Polizist'
 'Widow' 'PHD holder' 48]"
125,customer,72689,"['M' 'Vincent' 'Lebreton' 'Mongolia' 'Germany' 'orthodontiste' 'Single'
 'Bachelor holder' 37]"
126,customer,78170,"['M' 'Luc' 'Williams' 'Saint Martin (French part)'
 'Saint Martin (French part)' 'Asphaltbauer' 'Single' 'PHD holder' 70]"
127,customer,27430,"['F' 'Sarah' 'Benussi' 'Libya' 'Libya' 'Pathologist' 'Widow'
 'Bachelor holder' 71]"
128,customer,67646,"['M' 'Roland' 'Banks' 'United States Minor Outlying Islands'
 'United States' 'Financial controller' 'Divorced' 'Bachelor holder' 60]"
129,customer,60542,"['F' 'Teresa' 'Gute' 'Bosnia and Herzegovina' 'United States'
 'vétérinaire' 'Divorced' 'Masters holder' 74]"
130,customer,81997,"['M' 'Hilmar' 'Smith' 'Timor-Leste' 'Timor-Leste'
 'responsable des ouvrages hydroélectriques' 'Single' 'High school' 36]"
131,customer,76264,"['M' 'Jason' 'Schwital' ""Korea, Democratic People's Republic of""
 ""Korea, Democratic People's Republic of"" 'Winzer' 'Divorced'
 'Masters holder' 25]"
132,customer,81529,"['M' 'William' 'Dobes' 'Montenegro' 'France' 'ingénieur plasturgiste'
 'Divorced' 'Masters holder' 80]"
133,customer,81782,"['M' 'Hugues' 'Archer' 'Ecuador' 'United States' 'Artist' 'Married'
 'PHD holder' 51]"
134,customer,82092,"['F' 'Chloe' 'Johnson' 'American Samoa' 'United States' 'Patent examiner'
 'Divorced' 'Bachelor holder' 39]"
135,customer,78075,"['F' 'Dana' 'Rosemann' 'Bahamas' 'Bahamas' 'Textile designer' 'Single'
 'High school' 20]"
136,customer,20571,"['M' 'Donatello' 'Payet' 'Oman' 'Oman' 'Passenger transport manager'
 'Single' 'PHD holder' 76]"
137,customer,50014,"['F' 'Maryse' 'Sabbatini' 'Sint Maarten (Dutch part)' 'Germany'
 'Conservator, furniture' 'Single' 'High school' 68]"
138,customer,49626,"['F' 'Nadia' 'Vollbrecht' 'Korea, Republic of' 'United States'
 'Waste management officer' 'Married' 'Masters holder' 40]"
139,customer,18451,"['F' 'Marissa' 'Thompson' 'Barbados' 'Barbados' 'Florist' 'Single'
 'PHD holder' 18]"
140,customer,13248,"['M' 'Lorenzo' 'Klemt' 'Colombia' 'Colombia' 'Dispensing optician' 'Widow'
 'High school' 38]"
141,customer,24998,"['M' 'Émile' 'Jäkel' 'Senegal' 'Senegal' 'Engineer, water' 'Married'
 'Bachelor holder' 76]"
142,customer,12666,"['F' 'Verena' 'Parrish' 'Luxembourg' 'Luxembourg' 'Engineer, mining'
 'Married' 'High school' 21]"
143,customer,63479,"['M' 'Aaron' 'Fliegner' 'Brunei Darussalam' 'United Kingdom'
 'Chirurgiemechaniker' 'Married' 'Bachelor holder' 27]"
144,customer,22228,"['M' 'Patrick' 'Nunez' 'Slovenia' 'France' 'Designer' 'Divorced'
 'Bachelor holder' 44]"
145,customer,82421,"['F' 'Mary' 'Bell' 'Montserrat' 'Italy' 'Network engineer' 'Widow'
 'Bachelor holder' 42]"
146,customer,14074,"['F' 'Luce' 'Le Gall' 'Jersey' 'Jersey' 'Games developer' 'Single'
 'Masters holder' 26]"
147,customer,95571,"['M' 'Timothy' 'Moreno' 'Madagascar' 'Madagascar'
 'Engineer, civil (consulting)' 'Single' 'Masters holder' 74]"
148,customer,41209,"['F' 'Emmi' 'Fritsch' 'Colombia' 'Germany'
 'ingénieur fluides, énergies, réseaux, environnement' 'Widow'
 'High school' 64]"
149,customer,47008,"['F' 'Lauren' 'Toscanini' 'Liechtenstein' 'United States'
 'Sport and exercise psychologist' 'Divorced' 'Masters holder' 37]"
150,retailer,91089,['Tunisia' 'Kairouan' 'distributer' 650 list([]) 5 7 169554]
151,retailer,95444,['Kuwait' 'Al Farwānīyah' 'vendor' 441 list([]) 1 8 325442]
152,retailer,66051,['Qatar' 'Ash Shīḩānīyah' 'abroad' 821 list([]) 2 9 426160]
153,retailer,41072,"['Greece' 'Dytikí Makedonía' 'customer end' 123
 list(['Healthcare Systems & Services']) 2 4 1347204]"
154,retailer,34083,['Gambia' 'Banjul' 'vendor' 815 list([]) 4 7 1843949]
155,retailer,89362,"['Greece' 'Kentrikí Makedonía' 'abroad' 529
 list(['Paper, Forest Products & Packaging']) 5 1 1057000]"
156,retailer,12318,['Tajikistan' 'Kŭhistoni Badakhshon' 'vendor' 356 list([]) 3 8 1133068]
157,retailer,21359,['Cambodia' 'Kaoh Kong' 'vendor' 826 list(['Metals & Mining']) 1 9 1741565]
158,retailer,42411,"['Saint Kitts and Nevis' 'Saint Mary Cayon' 'customer end' 352 list([]) 1
 9 19522]"
159,retailer,60940,['Georgia' 'Mtskheta-Mtianeti' 'customer end' 677 list([]) 3 4 1136762]
160,retailer,75619,"['Samoa' 'Tuamasaga' 'customer end' 992
 list(['Paper, Forest Products & Packaging']) 2 3 1728641]"
161,retailer,22692,['South Sudan' 'Northern Bahr el Ghazal' 'vendor' 400 list([]) 4 6 934590]
162,retailer,44162,['Nauru' 'Uaboe' 'distributer' 814 list([]) 3 9 469890]
163,retailer,75353,"['French Southern Territories' 'Unknown' 'abroad' 473 list(['Retail']) 3 2
 442904]"
164,retailer,52005,['Puerto Rico' 'Unknown' 'vendor' 988 list([]) 5 7 1929635]
165,retailer,97673,['Albania' 'Tirana' 'abroad' 699 list([]) 2 2 1169168]
166,retailer,76384,['Belgium' 'Limburg' 'abroad' 316 list([]) 3 2 1908953]
167,retailer,56948,['Finland' 'Norra Savolax' 'distributer' 300 list([]) 2 8 1209087]
168,retailer,13633,['Qatar' 'Al Wakrah' 'customer end' 159 list([]) 3 9 1090841]
169,retailer,15035,['Equatorial Guinea' 'Região Insular' 'vendor' 421 list([]) 5 4 1559544]
170,retailer,93440,"['Brazil' 'Minas Gerais' 'abroad' 819 list(['Aerospace & Defense']) 4 2
 1401456]"
171,retailer,81901,['Jamaica' 'Westmoreland' 'abroad' 882 list([]) 4 8 104875]
172,retailer,38001,['Jordan' 'Al ‘A̅şimah' 'customer end' 402 list([]) 2 7 1880010]
173,retailer,18410,['Malaysia' 'Johor' 'distributer' 738 list([]) 4 9 124498]
174,retailer,44544,['Cabo Verde' 'Ribeira Grande' 'distributer' 353 list([]) 4 7 1761624]
175,retailer,43132,['Guinea' 'Gaoual' 'distributer' 279 list([]) 1 5 715465]
176,retailer,64989,['French Polynesia' 'Unknown' 'customer end' 488 list([]) 1 1 1202212]
177,retailer,28960,"['North Macedonia' 'Brvenica' 'abroad' 860 list(['Life Sciences']) 3 9
 1893264]"
178,retailer,92087,"['Greece' 'Anatolikí Makedonía kai Thráki' 'vendor' 455 list([]) 4 2
 1085603]"
179,retailer,22940,"['Ireland' 'Munster' 'vendor' 721 list(['Aerospace & Defense']) 5 8
 1951557]"
180,retailer,75419,"['Iran, Islamic Republic of' 'Kohgīlūyeh va Bowyer Aḩmad' 'distributer'
 747 list([]) 5 4 819022]"
181,retailer,10327,['Oman' 'Al Wusţá' 'distributer' 356 list([]) 3 9 814119]
182,retailer,61580,['French Polynesia' 'Unknown' 'customer end' 535 list([]) 5 6 987153]
183,retailer,61892,"['Congo, The Democratic Republic of the' 'Tshuapa' 'customer end' 125
 list(['Electric Power & Natural Gas']) 1 1 1606404]"
184,retailer,73217,"['Sweden' 'Gävleborgs län [SE-21]' 'abroad' 660
 list(['Public & Social Sector']) 3 5 1031212]"
185,retailer,26654,['South Sudan' 'Central Equatoria' 'abroad' 377 list([]) 1 2 1653851]
186,retailer,54549,"['Micronesia, Federated States of' 'Chuuk' 'abroad' 749 list([]) 1 4 92910]"
187,retailer,85978,['Norfolk Island' 'Unknown' 'vendor' 854 list([]) 2 9 1923235]
188,retailer,31857,"['Albania' 'Korçë' 'customer end' 862
 list(['Public & Social Sector', 'Education', 'Healthcare Systems & Services'])
 1 1 1178695]"
189,retailer,17462,['Sierra Leone' 'Eastern' 'distributer' 790 list([]) 4 4 642703]
190,retailer,12527,"['Svalbard and Jan Mayen' 'Unknown' 'customer end' 677 list([]) 1 1
 1147524]"
191,retailer,74653,['Slovenia' 'Rače-Fram' 'customer end' 283 list(['Retail']) 4 4 661934]
192,retailer,48109,['Cambodia' 'Kandaal' 'distributer' 886 list([]) 1 1 1505690]
193,retailer,76987,"['New Zealand' 'Marlborough' 'vendor' 578 list(['Real Estate']) 2 5
 1095963]"
194,retailer,62821,"['Croatia' 'Virovitičko-podravska županija' 'abroad' 133
 list(['Financial Services']) 1 3 1079674]"
195,retailer,14737,['Gabon' 'Woleu-Ntem' 'customer end' 331 list([]) 1 4 1524443]
196,retailer,58391,"['Central African Republic' 'Bamingui-Bangoran' 'customer end' 198
 list([]) 3 7 904945]"
197,retailer,49955,"['Bouvet Island' 'Unknown' 'vendor' 693 list(['Oil & Gas', 'Chemicals']) 1
 2 136577]"
198,retailer,57882,"['British Indian Ocean Territory' 'Unknown' 'distributer' 253 list([]) 4 8
 1141762]"
199,retailer,20289,['Tajikistan' 'nohiyahoi tobei jumhurí' 'vendor' 572 list([]) 3 2 452788]
200,retailer,96028,['Cabo Verde' 'São Salvador do Mundo' 'abroad' 773 list([]) 1 3 1137167]
201,retailer,76059,"['Malawi' 'Dowa' 'customer end' 687 list(['Automotive & Assembly']) 4 3
 1926475]"
202,retailer,70666,"['Saint Helena, Ascension and Tristan da Cunha' 'Saint Helena' 'vendor'
 315 list([]) 1 8 1662706]"
203,retailer,47196,"['Albania' 'Elbasan' 'abroad' 527
 list(['Advanced Electronics', 'Life Sciences']) 4 2 1569819]"
204,retailer,26461,"['Saint Vincent and the Grenadines' 'Charlotte' 'customer end' 996
 list([]) 2 8 276071]"
